CODE_UAI;NUM_SIRET;CODE_ACADEMIE;ACADEMIE;DEPARTEMENT;SIGLE_UAI;NATURE_UAI;PATRONYME;NOM_ETABLISSEMENT;STATUT;CONTRAT_ETABLISSEMENT;ADRESSE_POSTALE;CODE_POSTAL;CODE_INSEE;COMMUNE;TELEPHONE;FAX;SITE_WEB;MAIL;MINISTERE_TUTELLE;INTERNAT;ANNEE_CONSTRUCTION;DATE_MAJ;GEO
0753820V;32365825200032;001;Paris;75;LGT PR;lycée d'enseignement général et technologique;FRANCS-BOURGEOIS (La Salle);Lycée général et technologique privé Les Francs Bourgeois;privé;lycée privé sous contrat Éducation nationale;21 rue Saint-Antoine;75004;75104;Paris 4e Arrondissement;0144592090;0142770686;http://www.francs-bourgeois.fr/fr/;ce.0753820V@ac-paris.fr;Éducation nationale;;;2026-03-12;48.853545230810866, 2.3657844012416454
0910632T;19910632900014;025;Versailles;91;LP;lycée professionnel;GUSTAVE-EIFFEL;Lycée professionnel Gustave Eiffel;public;;9 avenue de la République;91300;91377;Massy;0169200943;0169309946;http://lycee-eiffel-massy.fr/;ce.0910632T@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.73645299186811, 2.2957665641689506
0750808W;19750808800014;001;Paris;75;LP;lycée professionnel;ETIENNE-DOLET;Lycée professionnel Etienne Dolet;public;;7 rue d'Eupatoria;75020;75120;Paris 20e Arrondissement;0140338100;0140330661;https://www.ac-paris.fr/serail/jcms/s2_1547171/fr/lycee-etienne-dolet;ce.0750808W@ac-paris.fr;Éducation nationale;;;2026-03-12;48.86874183639277, 2.3867337769762833
0931739K;19931739700024;024;Créteil;93;LP;lycée professionnel;JEAN-MOULIN;Lycée professionnel Jean Moulin;public;;2 rue MISSAK MANOUCHIAN;93110;93064;Rosny-sous-Bois;0148945639;0148941457;http://lpjeanmoulinrosny.eklablog.com/;ce.0931739K@ac-creteil.fr;Éducation nationale;;2009;2026-03-12;48.86331073938611, 2.4949129693529817
0940134K;19940134000013;024;Créteil;94;LP;lycée professionnel;VAL-DE-BIÈVRE;Lycée professionnel Val de Bièvre;public;;17 rue d'Arcueil;94257;94037;Gentilly;0181805100;;https://www.lycee-val-de-bievre.fr/;ce.0940134K@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.81341688178158, 2.3453674139456435
0782546U;19782546600018;025;Versailles;78;LGT;lycée d'enseignement général et technologique;LE-CORBUSIER;Lycée général et technologique Le Corbusier;public;;88 rue de Villiers;78300;78498;Poissy;0139651355;0130659922;http://www.lyc-lecorbusier-poissy.ac-versailles.fr/;ce.0782546U@ac-versailles.fr;Éducation nationale;;1967;2026-03-05;48.92341683080588, 2.0272209979601326
0950647M;19950647800015;025;Versailles;95;LGT;lycée d'enseignement général et technologique;GÉRARD-DE-NERVAL;Lycée général et technologique Gérard de Nerval;public;;Place de l'Europe;95270;95352;Luzarches;0130295500;0134719350;http://www.lyc-nerval-luzarches.ac-versailles.fr/;ce.0950647M@ac-versailles.fr;Éducation nationale;;1981;2026-01-13;49.10812363119746, 2.424980068367017
0750696Z;19750696700011;001;Paris;75;LGT;lycée d'enseignement général et technologique;ROGER-VERLOMME;Lycée général et technologique Roger Verlomme;public;;24 rue Fondary;75015;75115;Paris 15e Arrondissement;0156772200;;https://www.ac-paris.fr/serail/jcms/s2_1571677/fr/lycee-roger-verlomme;ce.0750696Z@ac-paris.fr;Éducation nationale;;;2026-03-12;48.84803984332343, 2.293172591840563
0782567S;19782567200011;025;Versailles;78;LGT;lycée d'enseignement général et technologique;MARIE-CURIE;Lycée général et technologique Marie Curie;public;;70 avenue de Paris;78002;78646;Versailles;0139241370;0139502460;http://www.lyc-curie-versailles.ac-versailles.fr/;ce.0782567S@ac-versailles.fr;Éducation nationale;;1969;2026-03-23;48.79863568510691, 2.141769421757703
0930124E;19930124300010;024;Créteil;93;LGT;lycée d'enseignement général et technologique;MARCELIN-BERTHELOT;Lycée général et technologique Marcelin Berthelot;public;;110 avenue Jean Jaurès;93500;93055;Pantin;0148463070;0148402995;https://berthelotpantin.fr/;ce.0930124E@ac-creteil.fr;Éducation nationale;;1965;2026-03-30;48.90541136947215, 2.394260520870352
0770922J;19770922300204;024;Créteil;77;LGT;lycée d'enseignement général et technologique;GASTON-BACHELARD;Lycée général et technologique Gaston Bachelard;public;;32 avenue de l'Europe;77505;77108;Chelles;0164728888;0160200478;http://www.lyceebachelardchelles.fr/;ce.0770922J@ac-creteil.fr;Éducation nationale;Oui;1965;2026-01-29;48.88331912136845, 2.6127267806892163
0772685A;20000739100010;024;Créteil;77;LGT;lycée d'enseignement général et technologique;SAMUEL-BECKETT;Lycée Général et Technologique Samuel Beckett;public;;19 rue DU LION;77260;77183;La Ferté-sous-Jouarre;0160242000;;http://www.sbeckett.fr/;ce.0772685A@ac-creteil.fr;Éducation nationale;;2007;2026-03-12;48.94343942555177, 3.1315196407779538
0932031C;19932031800017;024;Créteil;93;LGT;lycée d'enseignement général et technologique;CHARLES-DE-GAULLE;Lycée général et technologique Charles de Gaulle;public;;102 rue LAVOISIER;93110;93064;Rosny-sous-Bois;0148943062;0148948223;http://lyceecharlesdegaullerosny.fr/;ce.0932031C@ac-creteil.fr;Éducation nationale;;1990;2026-03-12;48.861770086102105, 2.4914930230858734
0750647W;19750647000016;001;Paris;75;LGT;lycée d'enseignement général et technologique;TURGOT;Lycée général et technologique Turgot;public;;69 rue de Turbigo;75003;75103;Paris 3e Arrondissement;0153011410;0153011453;https://lyc-turgot.ac-paris.fr;ce.0750647W@ac-paris.fr;Éducation nationale;;;2026-03-12;48.86619264109878, 2.358843148100717
0750688R;19750688400018;001;Paris;75;LGT;lycée d'enseignement général et technologique;RABELAIS;Lycée général et technologique Rabelais;public;;9 rue Francis de Croisset;75018;75118;Paris 18e Arrondissement;0153091300;0153091313;https://www.ac-paris.fr/serail/jcms/s1_984030/fr/accueil;ce.0750688R@ac-paris.fr;Éducation nationale;;1972;2026-03-12;48.89923870514318, 2.3457450604779764
0750669V;19750669400011;001;Paris;75;LG;lycée d'enseignement général;JULES-FERRY;Lycée général et technologique Jules Ferry;public;;77 boulevard DE CLICHY;75009;75109;Paris 9e Arrondissement;0156022300;0145264258;http://lyc-jules-ferry.scola.ac-paris.fr/;ce.0750669V@ac-paris.fr;Éducation nationale;;1913;2026-01-19;48.884073919064974, 2.3290972094750506
0782562L;19782562300014;025;Versailles;78;LG;lycée d'enseignement général;HOCHE;Lycée d'enseignement général Hoche;public;;73 avenue DE ST CLOUD;78000;78646;Versailles;0130840850;0139506217;http://www.lyc-hoche-versailles.ac-versailles.fr/;ce.0782562L@ac-versailles.fr;Éducation nationale;Oui;1750;2026-01-15;48.8057011764658, 2.1367267585775482
0753941B;78466211600036;001;Paris;75;LG PR;lycée d'enseignement général;GERSON;Lycée privé Gerson;privé;lycée privé sous contrat Éducation nationale;31 rue de la Pompe;75016;75116;Paris 16e Arrondissement;0145038100;0145038129;http://www.gerson-paris.com/;ce.0753941B@ac-paris.fr;Éducation nationale;;;2026-03-12;48.86072307122093, 2.2750600647830437
0753850C;78430832200022;001;Paris;75;LG PR;lycée d'enseignement général;SAINT-THOMAS-D'AQUIN;Lycée général privé Saint Thomas d'Aquin;privé;lycée privé sous contrat Éducation nationale;44 rue de Grenelle;75007;75107;Paris 7e Arrondissement;0145496560;0145488231;http://www.lycee-saint-thomas-daquin.fr/;ce.0753850C@ac-paris.fr;Éducation nationale;;;2026-03-12;48.85411316871603, 2.3268499174261814
0753915Y;58201716600015;001;Paris;75;LG PR;lycée d'enseignement général;BLOMET (ENC);Lycée général privé Blomet;privé;lycée privé sous contrat Éducation nationale;5 rue Blomet;75015;75115;Paris 15e Arrondissement;0140651530;0140651537;http://blomet-enc.com/;direction@blomet-enc.com;Éducation nationale;;;2026-03-12;48.843940309447134, 2.3088341376585864
0753935V;78440510200020;001;Paris;75;LG PR;lycée d'enseignement général;ENIO-GEORGES-LEVEN;Lycée général privé Georges Leven;privé;lycée privé sous contrat Éducation nationale;30 boulevard Carnot;75012;75112;Paris 12e Arrondissement;0144738060;0144738061;http://www.levenaiu.org;ce.0753935V@ac-paris.fr;Éducation nationale;;;2026-03-12;48.84246992363698, 2.4128783264783107
0940885B;78569360700018;024;Créteil;94;LG PR;lycée d'enseignement général;SAINT-ANDRÉ;Lycée général privé Saint André;privé;lycée privé sous contrat Éducation nationale;12 avenue Léon Gourdault;94600;94022;Choisy-le-Roi;0148847320;;;ce.0940885B@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.763445288126505, 2.4058164609760806
0753827C;32133701600034;001;Paris;75;LG PR;lycée d'enseignement général;SŒUR-ROSALIE-LOUISE-DE-MARILLAC;Lycée général privé Louise de Marillac;privé;lycée privé sous contrat Éducation nationale;32 rue Geoffroy-Saint-Hilaire;75005;75105;Paris 5e Arrondissement;0143319401;0143311697;www.rosalie-marillac.com;ce.0753827C@ac-paris.fr;Éducation nationale;;;2026-03-12;48.84080336861821, 2.3562315168482466
0941722L;77574152300044;024;Créteil;94;LP PR;lycée professionnel;GREGOR-MENDEL (professionnel);Lycée professionnel privé Grégor Mendel;privé;lycée privé sous contrat Éducation nationale;205 rue de Fontenay;94300;94080;Vincennes;0149579700;;;ce.0941722L@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.84879538198755, 2.4272259797205877
0754089M;78480867700057;001;Paris;75;LH PR;école secondaire spécialisée (2nd cycle);VOTRE-ECOLE-CHEZ-VOUS;Lycée France Quéré - Votre Ecole chez vous;privé;lycée privé sous contrat Éducation nationale;29 rue Merlin;75011;75111;Paris 11e Arrondissement;0148067784;0148067786;http://www.vecv.org/v4/;ce.0754089M@ac-paris.fr;Éducation nationale;;;2026-03-12;48.861325834815844, 2.384799669472707
0771357G;19771357100010;024;Créteil;77;LEGTPA;lycée d'enseignement général, technologique et professionnel agricole;BRETONNIÈRE (LA);Lycée d'enseignement général, technologique et professionnel agricole de la Bretonnière;public;;La Bretonnière;77120;77070;Chailly-en-Brie;0164758750;;http://www.labretonniere.fr;lpa.chailly-en-brie@educagri.fr;Agriculture;Oui;1957;2026-01-23;48.81341738428854, 3.1503720861693494
0951998F;77568811200033;025;Versailles;95;LPO PR METIER;lycée polyvalent;GARAC;Lycée polyvalent privé de GARAC, lycée des métiers de la vente et de l'après-vente auto, moto et véhicule industriel;privé;lycée privé sous contrat Éducation nationale;3 boulevard Galliéni;95102;95018;Argenteuil;0134343740;0134343747;;ce.0951998F@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.94379517462766, 2.244618065081957
0750674A;19750674400014;001;Paris;75;LT;lycée d'enseignement technologique;JULES-SIEGFRIED;Lycée technologique Jules Siegfried;public;;12 rue d'Abbeville;75010;75110;Paris 10e Arrondissement;0145265095;0145260560;https://www.ac-paris.fr/serail/jcms/s2_1662876/fr/lycee-jules-siegfried;ce.0750674A@ac-paris.fr;Éducation nationale;;;2026-03-12;48.87897208776352, 2.3499784057011697
0783053V;78515039200013;025;Versailles;78;STS CPGE;école composée uniquement de sections de technicien supérieur (STS) et/ou de classes préparatoires aux grandes écoles (CPGE);SAINTE-GENEVIÈVE;Ecole Supérieure Privée - Sainte Geneviève;privé;lycée privé sous contrat Éducation nationale;2 rue de l'Ecole des Postes;78000;78646;Versailles;0130844600;0130844631;;;Éducation nationale;;;2026-03-12;48.80406812324078, 2.154382324959962
0780486E;19780486700012;025;Versailles;78;E.R.P.D.PU;école régionale du premier degré;BATELLERIE (LA);Ecole régionale du premier degré;public;;36 quai de la République;78700;78172;Conflans-Sainte-Honorine;0139721155;0139196000;http://www.erpd-conflans.ac-versailles.fr/;ce.0780486E@ac-versailles.fr;Éducation nationale;Oui;1923;2026-03-05;48.99018362113822, 2.085126295580266
0911938M;19911938900013;025;Versailles;91;LGT;lycée d'enseignement général et technologique;CAMILLE-CLAUDEL;Lycée général et technologique Camille Claudel;public;;17 rue Robespierre;91120;91477;Palaiseau;0160142929;0169310265;http://www.lyc-claudel-palaiseau.ac-versailles.fr/;ce.0911938M@ac-versailles.fr;Éducation nationale;;1990;2026-03-12;48.718964780351044, 2.233578035914618
0920134W;19920134400017;025;Versailles;92;LGT;lycée d'enseignement général et technologique;JACQUES-PRÉVERT;Lycée général et technologique Jacques Prévert;public;;163 rue DE BILLANCOURT;92100;92012;Boulogne-Billancourt;0141318383;0141318388;;ce.0920134W@ac-versailles.fr;Éducation nationale;;1968;2024-05-31;48.83336175924513, 2.2377555858554516
0920145H;19920145000012;025;Versailles;92;LGT;lycée d'enseignement général et technologique;LAKANAL;Lycée général et technologique Lakanal;public;;3 avenue PDT FRANKLIN ROOSEVELT;92331;92071;Sceaux;0141872000;0141872020;http://www.lyc-lakanal-sceaux.ac-versailles.fr/;ce.0920145H@ac-versailles.fr;Éducation nationale;Oui;1881;2026-01-22;48.77746187786867, 2.306685322621193
0940120V;19940120900010;024;Créteil;94;LGT;lycée d'enseignement général et technologique;MARCELIN-BERTHELOT;Lycée général et technologique Marcelin Berthelot;public;;6 boulevard Maurice Berteaux;94100;94068;Saint-Maur-des-Fossés;0145115111;;http://www.lycee-berthelot.fr/;ce.0940120V@ac-creteil.fr;Éducation nationale;Oui;1939;2026-03-12;48.810377748900095, 2.470063843147651
0750715V;19750715500012;001;Paris;75;LGT;lycée d'enseignement général et technologique;MAURICE-RAVEL;Lycée général et technologique Maurice Ravel;public;;89 cours DE VINCENNES;75020;75120;Paris 20e Arrondissement;0144648740;0143726421;http://www.lycee-maurice-ravel.fr/;ce.0750715V@ac-paris.fr;Éducation nationale;Oui;1955;2026-02-06;48.847671009915615, 2.408337842697979
0780422K;19780422200028;025;Versailles;78;LGT;lycée d'enseignement général et technologique;FRANCOIS-VILLON;Lycée général et technologique François Villon;public;;Rue Salvador Allende;78131;78440;Les Mureaux;0130992001;0134920326;http://www.lyc-villon-mureaux.ac-versailles.fr/;ce.0780422K@ac-versailles.fr;Éducation nationale;;1982;2026-03-12;48.97699910971362, 1.922362889113734
0755025E;49025488500018;001;Paris;75;LG PR;lycée d'enseignement général;HEIKHAL-MENAHEM-SINAI;Lycée général privé Heikhal Menahem Sinai;privé;lycée privé sous contrat Éducation nationale;110 boulevard de Ménilmontant;75020;75120;Paris 20e Arrondissement;0140338846;0140338867;;ce.0755025E@ac-paris.fr;Éducation nationale;;;2026-03-12;48.86551193424212, 2.38490836087795
0923051S;49025488500026;025;Versailles;92;LG PR;lycée d'enseignement général;BETH HILEL;Lycée général privé Beth Hilel;privé;lycée privé sous contrat Éducation nationale;18 rue Clément Bayard;92300;92044;Levallois-Perret;0760368484;;;collegebethhilel@gmail.com;Éducation nationale;;;2026-03-12;48.89866728662469, 2.2840568034401647
0750783U;19750783300014;001;Paris;75;LP;lycée professionnel;CHENNEVIERE-MALEZIEUX;Lycée professionnel Chennevière Malezieux;public;;33 avenue Ledru-Rollin;75012;75112;Paris 12e Arrondissement;0143456130;0144689032;http://www.lpcm12.fr/;ce.0750783U@ac-paris.fr;Éducation nationale;;;2026-03-12;48.84759510936236, 2.3703836823888307
0752846L;19752846600018;001;Paris;75;LP;lycée professionnel;ERIK-SATIE;Lycée Professionnel Erik Satie - Lycée des métiers de la gestion et de la transaction des professions immobilières;public;;2 rue PIERRE CASTAGNOU;75014;75114;Paris 14e Arrondissement;0156535232;0156535249;lyc-erik-satie.ac-paris.fr/;ce.0752846L@ac-paris.fr;Éducation nationale;;1850;2026-01-20;48.83332308596032, 2.326302358789236
0941974K;19941974800025;024;Créteil;94;LPO;lycée polyvalent;ROBERT-SCHUMAN;Lycée polyvalent Robert Schuman;public;;2 rue DE L'EMBARCADERE;94220;94018;Charenton-le-Pont;0143689559;0149776655;https://lyceerobertschuman-charenton.fr/;ce.0941974K@ac-creteil.fr;Éducation nationale;;2009;2026-01-13;48.8184186264776, 2.412790953648731
0951722F;19951722800011;025;Versailles;95;LPO;lycée polyvalent;JEAN-MONNET;Lycée polyvalent Jean Monnet;public;;Rue JEAN MONNET;95131;95252;Franconville;0130724661;0130725136;http://www.lyc-monnet-franconville.ac-versailles.fr/;ce.0951722F@ac-versailles.fr;Éducation nationale;;1990;2026-01-26;48.99108067569529, 2.2147919198224715
0911945V;19911945400015;025;Versailles;91;LPO;lycée polyvalent;MARGUERITE-YOURCENAR;Lycée polyvalent Marguerite Yourcenar;public;;62 rue des Edouets;91421;91432;Morangis;0160491600;0164485081;http://www.lyc-yourcenar-morangis.ac-versailles.fr/;ce.0911945V@ac-versailles.fr;Éducation nationale;;1990;2026-03-12;48.7095922774075, 2.3267613725902385
0950762M;39062446800018;025;Versailles;95;LGT PR;lycée d'enseignement général et technologique;SAINT-MARTIN-DE-FRANCE;Lycée général et technologique privé Saint Martin de France;privé;lycée privé sous contrat Éducation nationale;1 avenue de Verdun;95300;95500;Pontoise;0134254800;0130326250;;ce.0950762M@ac-versailles.fr;Éducation nationale;;;2026-03-12;49.04102795695964, 2.094249472902434
0950759J;31107901600029;025;Versailles;95;LGT PR;lycée d'enseignement général et technologique;BURY-ROSAIRE;Lycée général et technologique privé Notre Dame de Bury;privé;lycée privé sous contrat Éducation nationale;1 avenue Georges Pompidou;95580;95369;Margency;0134273800;0134273802;;ce.0950759J@ac-versailles.fr;Éducation nationale;;;2026-03-12;49.002273389132945, 2.2819497690204846
0950804H;40351492000012;025;Versailles;95;LP PR;lycée professionnel;SAINT-STANISLAS (NOTRE-FAMILLE);Lycée professionnel privé Notre-Famille;privé;lycée privé sous contrat Éducation nationale;2 rue des Patis;95520;95476;Osny;0134353120;0130383325;;ce.0950804H@ac-versailles.fr;Éducation nationale;;;2026-03-12;49.059309455506416, 2.0699372042700968
0940129E;19940129000010;024;Créteil;94;LPO LYC METIER;lycée polyvalent;JEAN-MACÉ;Lycée polyvalent Jean Macé - Lycée des métiers de la Métallurgie, de l'Electrotechnique et de la Maintenance Industrielle;public;;34 Rue Jules Ferry;94407;94081;Vitry-sur-Seine;0145736300;0146822880;https://lyceejeanmace-vitry.fr/;ce.0940129E@ac-creteil.fr;Éducation nationale;;1967;2026-01-14;48.80173033946394, 2.4004245248126694
0911254U;19911254100016;025;Versailles;91;LPO LYC METIER;lycée polyvalent;CHARLES-BAUDELAIRE;Lycée polyvalent Charles Baudelaire, lycée des métiers de la relation client, de la beauté, du soin et des services à la personne;public;;Avenue de la Liberté;91000;91228;Évry-Courcouronnes;0160912700;0160771430;http://www.lyc-baudelaire-evry.ac-versailles.fr/;ce.0911254U@ac-versailles.fr;Éducation nationale;;1972;2026-03-12;48.63762492459821, 2.4339103792224206
0910631S;19910631100012;025;Versailles;91;LP LYC METIER;lycée professionnel;JEAN-MONNET;Lycée professionnel Jean Monnet - Lycée des métiers des services,  de la confection et de la maroquinerie;public;;51 avenue du Général de Gaulle;91260;91326;Juvisy-sur-Orge;0169124450;0169124451;http://www.lyc-monnet-juvisy.ac-versailles.fr/;ce.0910631S@ac-versailles.fr;Éducation nationale;;1990;2026-03-12;48.69576646792082, 2.380199229318557
